Bevoelkerung nach Geburtslaendern, Staatsangehoerigkeit und Migrationshintergrund, 2012-2022 | population by place of birth, citizenship and migrational background by LAU2, 2012-2022;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;LAU2_CODE;LAU2_NAME;POP_TOTAL;BORN_AUT;BORN_FOR;NATIONALITY_AUT;NATIONALITY_FOR;MIG_BACKGROUND;YEAR
AT1;AT12;AT121;31508;Erlauf;1069;1008;61;1008;61;77;2018
AT1;AT12;AT121;31509;Golling an der Erlauf;1514;1361;153;1355;159;194;2018
AT1;AT12;AT121;31511;Hofamt Priel;1675;1613;62;1624;51;67;2018
AT1;AT12;AT121;31513;Hürm;1828;1759;69;1772;56;72;2018
AT1;AT12;AT121;31514;Kilb;2543;2463;80;2474;69;92;2018
AT1;AT12;AT121;31515;Kirnberg an der Mank;1070;1051;19;1058;12;20;2018
AT1;AT12;AT121;31516;Klein-Pöchlarn;991;930;61;931;60;69;2018
AT1;AT12;AT121;31517;Krummnußbaum;1500;1397;103;1416;84;115;2018
AT1;AT12;AT121;31519;Leiben;1362;1297;65;1307;55;77;2018
AT1;AT12;AT121;31520;Loosdorf;3794;3493;301;3599;195;326;2018
AT1;AT12;AT121;31521;Mank;3219;3013;206;3042;177;235;2018
AT1;AT12;AT121;31522;Marbach an der Donau;1677;1556;121;1573;104;132;2018
AT1;AT12;AT121;31523;Maria Taferl;887;829;58;840;47;63;2018
AT1;AT12;AT121;31524;Melk;5529;4628;901;4747;782;1016;2018
AT1;AT12;AT121;31525;Münichreith-Laimbach;1662;1584;78;1611;51;81;2018
AT1;AT12;AT121;31527;Neumarkt an der Ybbs;1919;1779;140;1809;110;147;2018
AT1;AT12;AT121;31528;Nöchling;1077;1039;38;1052;25;40;2018
AT1;AT12;AT121;31530;Persenbeug-Gottsdorf;2201;2063;138;2097;104;147;2018
AT1;AT12;AT121;31531;Petzenkirchen;1311;1162;149;1173;138;160;2018
AT1;AT12;AT121;31533;Pöchlarn;3912;3437;475;3470;442;581;2018
AT1;AT12;AT121;31534;Pöggstall;2435;2324;111;2335;100;128;2018
AT1;AT12;AT121;31535;Raxendorf;1050;1025;25;1036;14;25;2018
AT1;AT12;AT121;31537;Ruprechtshofen;2315;2197;118;2205;110;137;2018
AT1;AT12;AT121;31539;St. Leonhard am Forst;2989;2903;86;2935;54;91;2018
AT1;AT12;AT121;31540;St. Martin-Karlsbach;1659;1613;46;1622;37;48;2018
AT1;AT12;AT121;31541;St. Oswald;1124;1089;35;1092;32;37;2018
AT1;AT12;AT121;31542;Schönbühel-Aggsbach;981;925;56;945;36;58;2018
AT1;AT12;AT121;31543;Schollach;976;931;45;949;27;46;2018
AT1;AT12;AT121;31546;Weiten;1094;1050;44;1065;29;45;2018
AT1;AT12;AT121;31549;Ybbs an der Donau;5653;4748;905;4848;805;1048;2018
AT1;AT12;AT121;31550;Zelking-Matzleinsdorf;1214;1161;53;1171;43;57;2018
AT1;AT12;AT121;31551;Texingtal;1615;1547;68;1560;55;70;2018
AT1;AT12;AT121;31552;Yspertal;2007;1941;66;1958;49;68;2018
AT1;AT12;AT121;31553;Emmersdorf an der Donau;1778;1661;117;1669;109;130;2018
AT1;AT12;AT125;31601;Altlichtenwarth;769;699;70;717;52;85;2018
AT1;AT12;AT125;31603;Asparn an der Zaya;1865;1740;125;1761;104;148;2018
AT1;AT12;AT125;31604;Bernhardsthal;1604;1416;188;1483;121;197;2018
AT1;AT12;AT126;31605;Bockfließ;1348;1188;160;1201;147;202;2018
AT1;AT12;AT125;31606;Drasenhofen;1109;987;122;1012;97;141;2018
AT1;AT12;AT125;31608;Falkenstein;457;427;30;430;27;32;2018
AT1;AT12;AT125;31609;Fallbach;819;785;34;788;31;37;2018
AT1;AT12;AT125;31611;Gaubitsch;894;855;39;873;21;39;2018
AT1;AT12;AT125;31612;Gaweinstal;3947;3535;412;3616;331;472;2018
AT1;AT12;AT125;31613;Gnadendorf;1127;1081;46;1096;31;53;2018
AT1;AT12;AT126;31614;Großebersdorf;2236;1997;239;2043;193;265;2018
AT1;AT12;AT126;31615;Großengersdorf;1478;1340;138;1330;148;181;2018
AT1;AT12;AT125;31616;Großharras;1116;1064;52;1082;34;56;2018
AT1;AT12;AT125;31617;Großkrut;1572;1507;65;1528;44;70;2018
AT1;AT12;AT125;31620;Hausbrunn;857;773;84;772;85;101;2018
AT1;AT12;AT125;31621;Herrnbaumgarten;943;871;72;892;51;74;2018
AT1;AT12;AT126;31622;Hochleithen;1166;1071;95;1103;63;98;2018
AT1;AT12;AT126;31627;Kreuttal;1429;1315;114;1359;70;126;2018
AT1;AT12;AT126;31628;Kreuzstetten;1541;1420;121;1472;69;129;2018
AT1;AT12;AT125;31629;Laa an der Thaya;6280;5801;479;5911;369;528;2018
AT1;AT12;AT125;31630;Ladendorf;2298;2124;174;2172;126;194;2018
AT1;AT12;AT125;31633;Mistelbach;11559;10355;1204;10640;919;1379;2018
AT1;AT12;AT125;31634;Neudorf im Weinviertel;1430;1374;56;1386;44;63;2018
AT1;AT12;AT125;31636;Niederleis;861;821;40;835;26;48;2018
AT1;AT12;AT126;31642;Pillichsdorf;1157;1091;66;1115;42;67;2018
AT1;AT12;AT125;31644;Poysdorf;5527;4958;569;5030;497;654;2018
AT1;AT12;AT125;31645;Rabensburg;1100;982;118;1021;79;130;2018
AT1;AT12;AT125;31646;Schrattenberg;810;740;70;749;61;79;2018
AT1;AT12;AT125;31649;Staatz;1933;1846;87;1860;73;96;2018
AT1;AT12;AT125;31650;Stronsdorf;1584;1512;72;1528;56;82;2018
AT1;AT12;AT126;31651;Ulrichskirchen-Schleinbach;2630;2365;265;2429;201;288;2018
AT1;AT12;AT125;31652;Unterstinkenbrunn;560;541;19;547;13;20;2018
AT1;AT12;AT125;31653;Wildendürnbach;1574;1487;87;1496;78;98;2018
AT1;AT12;AT125;31654;Wilfersdorf;2175;1979;196;2032;143;221;2018
AT1;AT12;AT126;31655;Wolkersdorf im Weinviertel;7201;6370;831;6457;744;975;2018
AT1;AT12;AT125;31658;Ottenthal;544;514;30;533;11;33;2018
AT1;AT12;AT127;31701;Achau;1415;1218;197;1288;127;209;2018
AT1;AT12;AT127;31702;Biedermannsdorf;2988;2544;444;2679;309;479;2018
AT1;AT12;AT127;31703;Breitenfurt bei Wien;5853;5059;794;5292;561;868;2018
AT1;AT12;AT127;31704;Brunn am Gebirge;11864;9711;2153;10262;1602;2390;2018
AT1;AT12;AT127;31706;Gaaden;1624;1414;210;1469;155;233;2018
AT1;AT12;AT127;31707;Gießhübl;2335;2022;313;2132;203;337;2018
AT1;AT12;AT127;31709;Gumpoldskirchen;3899;3385;514;3530;369;557;2018
AT1;AT12;AT127;31710;Guntramsdorf;9179;7505;1674;7870;1309;1883;2018
AT1;AT12;AT127;31711;Hennersdorf;1541;1370;171;1438;103;183;2018
AT1;AT12;AT127;31712;Hinterbrühl;4029;3326;703;3515;514;783;2018
AT1;AT12;AT127;31713;Kaltenleutgeben;3276;2772;504;2941;335;546;2018
AT1;AT12;AT127;31714;Laab im Walde;1137;982;155;1031;106;169;2018
AT1;AT12;AT127;31715;Laxenburg;2828;2240;588;2459;369;627;2018
AT1;AT12;AT127;31716;Maria Enzersdorf;8829;7049;1780;7536;1293;1950;2018
AT1;AT12;AT127;31717;Mödling;20555;15918;4637;17092;3463;5086;2018
AT1;AT12;AT127;31718;Münchendorf;2992;2644;348;2752;240;396;2018
AT1;AT12;AT127;31719;Perchtoldsdorf;15047;12997;2050;13649;1398;2223;2018
AT1;AT12;AT127;31723;Vösendorf;6990;5633;1357;6079;911;1501;2018
AT1;AT12;AT127;31725;Wiener Neudorf;9405;7590;1815;8232;1173;1980;2018
AT1;AT12;AT127;31726;Wienerwald;2858;2557;301;2659;199;327;2018
AT1;AT12;AT122;31801;Altendorf;348;326;22;329;19;24;2018
AT1;AT12;AT122;31802;Aspang-Markt;1816;1719;97;1755;61;103;2018
AT1;AT12;AT122;31803;Aspangberg-St. Peter;1888;1815;73;1830;58;74;2018
AT1;AT12;AT122;31804;Breitenau;1576;1449;127;1484;92;142;2018
AT1;AT12;AT122;31805;Breitenstein;318;277;41;286;32;43;2018
AT1;AT12;AT122;31806;Buchbach;330;313;17;317;13;18;2018
AT1;AT12;AT122;31807;Edlitz;934;882;52;898;36;56;2018
AT1;AT12;AT122;31808;Enzenreith;1946;1771;175;1830;116;194;2018
AT1;AT12;AT122;31809;Feistritz am Wechsel;1038;1007;31;1018;20;33;2018
AT1;AT12;AT122;31810;Gloggnitz;5916;5014;902;5214;702;1007;2018
AT1;AT12;AT122;31811;Grafenbach-St.Valentin;2264;2018;246;2061;203;286;2018
AT1;AT12;AT122;31812;Grimmenstein;1348;1226;122;1265;83;128;2018
AT1;AT12;AT122;31813;Grünbach am Schneeberg;1647;1427;220;1467;180;242;2018
AT1;AT12;AT122;31814;Kirchberg am Wechsel;2505;2351;154;2379;126;162;2018
AT1;AT12;AT122;31815;Mönichkirchen;606;570;36;579;27;40;2018
AT1;AT12;AT122;31817;Natschbach-Loipersbach;1702;1552;150;1609;93;166;2018
AT1;AT12;AT122;31818;Neunkirchen;12879;9823;3056;10586;2293;3461;2018
AT1;AT12;AT122;31820;Otterthal;592;563;29;569;23;34;2018
AT1;AT12;AT122;31821;Payerbach;2076;1808;268;1898;178;276;2018
AT1;AT12;AT122;31823;Pitten;2697;2444;253;2536;161;272;2018
AT1;AT12;AT122;31825;Prigglitz;434;401;33;410;24;33;2018
AT1;AT12;AT122;31826;Puchberg am Schneeberg;2683;2470;213;2512;171;227;2018
AT1;AT12;AT122;31827;Raach am Hochgebirge;281;269;12;273;8;12;2018
AT1;AT12;AT122;31829;Reichenau an der Rax;2571;2254;317;2334;237;338;2018
AT1;AT12;AT122;31830;St. Corona am Wechsel;390;359;31;364;26;33;2018
AT1;AT12;AT122;31831;St. Egyden am Steinfeld;1924;1801;123;1847;77;136;2018
AT1;AT12;AT122;31832;Scheiblingkirchen-Thernberg;1864;1786;78;1810;54;79;2018
AT1;AT12;AT122;31833;Schottwien;660;584;76;601;59;84;2018
AT1;AT12;AT122;31834;Schrattenbach;363;336;27;340;23;29;2018
AT1;AT12;AT122;31835;Schwarzau am Steinfeld;1924;1749;175;1797;127;185;2018
AT1;AT12;AT122;31836;Schwarzau im Gebirge;644;576;68;586;58;71;2018
AT1;AT12;AT122;31837;Seebenstein;1401;1306;95;1337;64;103;2018
AT1;AT12;AT122;31838;Semmering;544;438;106;460;84;111;2018
AT1;AT12;AT122;31839;Ternitz;14632;12516;2116;13054;1578;2399;2018
AT1;AT12;AT122;31840;Thomasberg;1284;1227;57;1247;37;59;2018
AT1;AT12;AT122;31841;Trattenbach;545;520;25;524;21;28;2018
AT1;AT12;AT122;31842;Bürg-Vöstenhof;179;166;13;169;10;15;2018
AT1;AT12;AT122;31843;Warth;1512;1461;51;1471;41;54;2018
AT1;AT12;AT122;31844;Wartmannstetten;1605;1536;69;1559;46;78;2018
AT1;AT12;AT122;31845;Willendorf;971;888;83;912;59;85;2018
AT1;AT12;AT122;31846;Wimpassing im Schwarzatale;1616;1274;342;1375;241;391;2018
AT1;AT12;AT122;31847;Würflach;1592;1514;78;1543;49;81;2018
AT1;AT12;AT122;31848;Zöbern;1423;1389;34;1390;33;37;2018
AT1;AT12;AT122;31849;Höflein an der Hohen Wand;895;824;71;847;48;77;2018
AT1;AT12;AT123;31901;Altlengbach;2927;2582;345;2662;265;386;2018
AT1;AT12;AT123;31902;Asperhofen;2206;2010;196;2055;151;205;2018
AT1;AT12;AT123;31903;Böheimkirchen;5087;4585;502;4695;392;568;2018
AT1;AT12;AT123;31904;Brand-Laaben;1232;1141;91;1168;64;95;2018
AT1;AT12;AT123;31905;Eichgraben;4614;3963;651;4129;485;718;2018
AT1;AT12;AT123;31906;Frankenfels;1975;1908;67;1907;68;76;2018
AT1;AT12;AT123;31907;Gerersdorf;974;899;75;933;41;77;2018
AT1;AT12;AT123;31909;Hofstetten-Grünau;2693;2590;103;2609;84;113;2018
AT1;AT12;AT123;31910;Hafnerbach;1672;1593;79;1605;67;88;2018
AT1;AT12;AT123;31911;Haunoldstein;1160;1074;86;1090;70;98;2018
AT1;AT12;AT123;31912;Herzogenburg;7771;6713;1058;6954;817;1227;2018
AT1;AT12;AT123;31913;Inzersdorf-Getzersdorf;1581;1482;99;1500;81;106;2018
AT1;AT12;AT123;31915;Kapelln;1381;1293;88;1306;75;98;2018
AT1;AT12;AT123;31916;Karlstetten;2159;2060;99;2073;86;122;2018
AT1;AT12;AT123;31917;Kasten bei Böheimkirchen;1409;1349;60;1355;54;71;2018
AT1;AT12;AT123;31918;Kirchberg an der Pielach;3225;3085;140;3104;121;153;2018
AT1;AT12;AT123;31919;Kirchstetten;2189;1992;197;2048;141;212;2018
AT1;AT12;AT123;31920;Loich;603;577;26;581;22;28;2018
AT1;AT12;AT123;31921;Maria Anzbach;3055;2730;325;2820;235;349;2018
AT1;AT12;AT123;31922;Markersdorf-Haindorf;2083;1920;163;1966;117;173;2018
AT1;AT12;AT123;31923;Michelbach;915;854;61;852;63;70;2018
AT1;AT12;AT123;31925;Neidling;1461;1401;60;1412;49;65;2018
AT1;AT12;AT123;31926;Neulengbach;8281;7302;979;7537;744;1095;2018
AT1;AT12;AT123;31927;Neustift-Innermanzing;1543;1422;121;1464;79;130;2018
AT1;AT12;AT123;31928;Nußdorf ob der Traisen;1758;1673;85;1704;54;90;2018
AT1;AT12;AT123;31929;Ober-Grafendorf;4544;4092;452;4125;419;535;2018
AT1;AT12;AT123;31930;Obritzberg-Rust;2342;2205;137;2228;114;146;2018
AT1;AT12;AT123;31932;Prinzersdorf;1617;1431;186;1444;173;214;2018
AT1;AT12;AT123;31934;Pyhra;3553;3298;255;3342;211;292;2018
AT1;AT12;AT123;31935;Rabenstein an der Pielach;2560;2399;161;2419;141;183;2018
AT1;AT12;AT123;31938;St. Margarethen an der Sierning;1013;974;39;985;28;47;2018
AT1;AT12;AT123;31939;Schwarzenbach an der Pielach;369;359;10;362;7;10;2018
AT1;AT12;AT123;31940;Statzendorf;1362;1234;128;1259;103;139;2018
AT1;AT12;AT123;31941;Stössing;838;772;66;772;66;77;2018
AT1;AT12;AT123;31943;Traismauer;6224;5438;786;5573;651;897;2018
AT1;AT12;AT123;31945;Weinburg;1337;1275;62;1300;37;64;2018
AT1;AT12;AT123;31946;Perschling;1395;1321;74;1323;72;86;2018
AT1;AT12;AT123;31947;Wilhelmsburg;6557;5705;852;5850;707;984;2018
AT1;AT12;AT123;31948;Wölbling;2571;2303;268;2328;243;290;2018
AT1;AT12;AT126;31949;Gablitz;4968;4104;864;4354;614;947;2018
AT1;AT12;AT126;31950;Mauerbach;3661;3163;498;3336;325;558;2018
AT1;AT12;AT126;31951;Pressbaum;7559;6382;1177;6619;940;1321;2018
AT1;AT12;AT126;31952;Purkersdorf;9701;7980;1721;8409;1292;1900;2018
AT1;AT12;AT126;31953;Tullnerbach;2782;2359;423;2467;315;462;2018
AT1;AT12;AT126;31954;Wolfsgraben;1700;1535;165;1568;132;190;2018
AT1;AT12;AT121;32001;Gaming;3121;2818;303;2879;242;324;2018
AT1;AT12;AT121;32002;Göstling an der Ybbs;2058;1973;85;1983;75;98;2018
AT1;AT12;AT121;32003;Gresten;1987;1821;166;1848;139;183;2018
AT1;AT12;AT121;32004;Gresten-Land;1521;1485;36;1499;22;38;2018
AT1;AT12;AT121;32005;Lunz am See;1806;1741;65;1747;59;68;2018
AT1;AT12;AT121;32006;Oberndorf an der Melk;2957;2881;76;2899;58;78;2018
AT1;AT12;AT121;32007;Puchenstuben;311;263;48;260;51;53;2018
AT1;AT12;AT121;32008;Purgstall an der Erlauf;5348;5098;250;5155;193;264;2018
AT1;AT12;AT121;32009;Randegg;1880;1840;40;1851;29;42;2018
AT1;AT12;AT121;32010;Reinsberg;1027;1007;20;1007;20;24;2018
AT1;AT12;AT121;32011;St. Anton an der Jeßnitz;1211;1159;52;1165;46;56;2018
AT1;AT12;AT121;32012;St. Georgen an der Leys;1334;1311;23;1309;25;28;2018
AT1;AT12;AT121;32013;Scheibbs;4196;3930;266;4006;190;286;2018
AT1;AT12;AT121;32014;Steinakirchen am Forst;2274;2227;47;2238;36;49;2018
AT1;AT12;AT121;32015;Wang;1355;1317;38;1321;34;41;2018
AT1;AT12;AT121;32016;Wieselburg;4143;3368;775;3459;684;859;2018
AT1;AT12;AT121;32017;Wieselburg-Land;3311;3148;163;3186;125;172;2018
AT1;AT12;AT121;32018;Wolfpassing;1616;1571;45;1573;43;52;2018
AT1;AT12;AT126;32101;Absdorf;2087;1846;241;1881;206;285;2018
AT1;AT12;AT126;32104;Atzenbrugg;2948;2635;313;2681;267;361;2018
AT1;AT12;AT126;32106;Fels am Wagram;2318;2153;165;2171;147;185;2018
AT1;AT12;AT126;32107;Grafenwörth;3132;2926;206;2988;144;218;2018
AT1;AT12;AT126;32109;Großriedenthal;899;879;20;885;14;22;2018
AT1;AT12;AT126;32110;Großweikersdorf;3180;2985;195;3043;137;215;2018
AT1;AT12;AT126;32112;Judenau-Baumgarten;2262;1992;270;2028;234;306;2018
AT1;AT12;AT126;32114;Kirchberg am Wagram;3670;3417;253;3435;235;309;2018
AT1;AT12;AT126;32115;Königsbrunn am Wagram;1319;1225;94;1230;89;109;2018
AT1;AT12;AT126;32116;Königstetten;2406;2182;224;2229;177;262;2018
AT1;AT12;AT126;32119;Langenrohr;2369;2133;236;2141;228;281;2018
AT1;AT12;AT126;32120;Michelhausen;3113;2789;324;2833;280;368;2018
AT1;AT12;AT126;32131;Sieghartskirchen;7528;6543;985;6675;853;1131;2018
AT1;AT12;AT126;32132;Sitzenberg-Reidling;2102;1950;152;1965;137;183;2018
AT1;AT12;AT126;32134;Tulbing;2971;2702;269;2794;177;302;2018
AT1;AT12;AT126;32135;Tulln an der Donau;16197;13383;2814;13764;2433;3257;2018
AT1;AT12;AT126;32139;Würmla;1429;1307;122;1318;111;139;2018
AT1;AT12;AT126;32140;Zeiselmauer-Wolfpassing;2302;2030;272;2104;198;303;2018
AT1;AT12;AT126;32141;Zwentendorf an der Donau;3982;3406;576;3419;563;700;2018
AT1;AT12;AT126;32142;St. Andrä-Wördern;7870;6775;1095;7024;846;1205;2018
AT1;AT12;AT126;32143;Muckendorf-Wipfing;1573;1420;153;1478;95;165;2018
AT1;AT12;AT126;32144;Klosterneuburg;27058;22230;4828;23459;3599;5287;2018
AT1;AT12;AT124;32202;Dietmanns;1063;1028;35;1048;15;36;2018
AT1;AT12;AT124;32203;Dobersberg;1618;1561;57;1578;40;62;2018
AT1;AT12;AT124;32206;Gastern;1218;1202;16;1211;7;16;2018
AT1;AT12;AT124;32207;Groß-Siegharts;2775;2651;124;2692;83;131;2018
AT1;AT12;AT124;32209;Karlstein an der Thaya;1468;1383;85;1401;67;91;2018
AT1;AT12;AT124;32210;Kautzen;1119;1062;57;1079;40;59;2018
AT1;AT12;AT124;32212;Ludweis-Aigen;914;894;20;901;13;24;2018
AT1;AT12;AT124;32214;Pfaffenschlag bei Waidhofen an der Thaya;913;899;14;905;8;14;2018
AT1;AT12;AT124;32216;Raabs an der Thaya;2651;2503;148;2556;95;152;2018
AT1;AT12;AT124;32217;Thaya;1380;1341;39;1353;27;41;2018
AT1;AT12;AT124;32219;Vitis;2678;2579;99;2603;75;108;2018
AT1;AT12;AT124;32220;Waidhofen an der Thaya;5501;5202;299;5271;230;326;2018
AT1;AT12;AT124;32221;Waidhofen an der Thaya-Land;1266;1254;12;1263;3;12;2018
AT1;AT12;AT124;32222;Waldkirchen an der Thaya;534;506;28;517;17;33;2018
AT1;AT12;AT124;32223;Windigsteig;945;925;20;936;9;20;2018
AT1;AT12;AT122;32301;Bad Fischau-Brunn;3440;3110;330;3197;243;363;2018
AT1;AT12;AT122;32302;Bad Schönau;721;690;31;700;21;33;2018
AT1;AT12;AT122;32304;Ebenfurth;3170;2455;715;2581;589;827;2018
AT1;AT12;AT122;32305;Eggendorf;4794;3865;929;4145;649;1068;2018
AT1;AT12;AT122;32306;Bad Erlach;3084;2816;268;2920;164;292;2018
AT1;AT12;AT122;32307;Felixdorf;4292;3498;794;3794;498;871;2018
AT1;AT12;AT122;32308;Gutenstein;1268;1146;122;1161;107;136;2018
AT1;AT12;AT122;32309;Hochneukirchen-Gschaidt;1633;1613;20;1620;13;20;2018
AT1;AT12;AT122;32310;Hochwolkersdorf;1004;962;42;971;33;47;2018
AT1;AT12;AT122;32311;Hohe Wand;1428;1338;90;1345;83;104;2018
AT1;AT12;AT122;32312;Hollenthon;1018;987;31;993;25;34;2018
AT1;AT12;AT122;32313;Katzelsdorf;3257;3006;251;3106;151;271;2018
AT1;AT12;AT122;32314;Kirchschlag in der Buckligen Welt;2889;2728;161;2770;119;175;2018
AT1;AT12;AT122;32315;Krumbach;2316;2227;89;2261;55;94;2018
AT1;AT12;AT122;32316;Lanzenkirchen;3983;3563;420;3649;334;464;2018
AT1;AT12;AT122;32317;Lichtenegg;1034;1010;24;1022;12;26;2018
AT1;AT12;AT122;32318;Lichtenwörth;2727;2433;294;2473;254;357;2018
AT1;AT12;AT122;32319;Markt Piesting;3007;2502;505;2621;386;557;2018
AT1;AT12;AT122;32320;Matzendorf-Hölles;2040;1843;197;1918;122;223;2018
AT1;AT12;AT122;32321;Miesenbach;703;652;51;661;42;54;2018
AT1;AT12;AT122;32322;Muggendorf;528;492;36;489;39;46;2018
AT1;AT12;AT122;32323;Pernitz;2473;2139;334;2206;267;386;2018
AT1;AT12;AT122;32324;Rohr im Gebirge;476;439;37;444;32;38;2018
AT1;AT12;AT122;32325;Bromberg;1232;1161;71;1169;63;75;2018
AT1;AT12;AT122;32326;Schwarzenbach;941;904;37;903;38;45;2018
AT1;AT12;AT122;32327;Sollenau;5038;4129;909;4405;633;1041;2018
AT1;AT12;AT122;32330;Theresienfeld;3485;2696;789;2869;616;918;2018
AT1;AT12;AT122;32331;Waidmannsfeld;1515;1368;147;1401;114;164;2018
AT1;AT12;AT122;32332;Waldegg;2048;1718;330;1763;285;381;2018
AT1;AT12;AT122;32333;Walpersbach;1125;1058;67;1071;54;76;2018
AT1;AT12;AT122;32334;Weikersdorf am Steinfelde;1066;998;68;1028;38;77;2018
AT1;AT12;AT122;32335;Wiesmath;1509;1483;26;1491;18;27;2018
AT1;AT12;AT122;32336;Winzendorf-Muthmannsdorf;1877;1688;189;1739;138;205;2018
AT1;AT12;AT122;32337;Wöllersdorf-Steinabrückl;4473;3794;679;3995;478;769;2018
AT1;AT12;AT122;32338;Zillingdorf;2030;1850;180;1893;137;201;2018
AT1;AT12;AT124;32501;Allentsteig;1835;1761;74;1783;52;77;2018
AT1;AT12;AT124;32502;Arbesbach;1638;1618;20;1618;20;24;2018
AT1;AT12;AT124;32503;Bärnkopf;355;352;3;351;4;4;2018
AT1;AT12;AT124;32504;Echsenbach;1256;1216;40;1224;32;41;2018
AT1;AT12;AT124;32505;Göpfritz an der Wild;1826;1766;60;1792;34;62;2018
AT1;AT12;AT124;32506;Grafenschlag;853;833;20;835;18;21;2018
AT1;AT12;AT124;32508;Groß Gerungs;4506;4394;112;4410;96;127;2018
AT1;AT12;AT124;32509;Großgöttfritz;1371;1338;33;1343;28;34;2018
AT1;AT12;AT124;32511;Gutenbrunn;536;498;38;501;35;41;2018
AT1;AT12;AT124;32514;Kirchschlag;621;609;12;607;14;15;2018
AT1;AT12;AT124;32515;Kottes-Purk;1485;1445;40;1451;34;41;2018
AT1;AT12;AT124;32516;Langschlag;1782;1734;48;1752;30;48;2018
AT1;AT12;AT124;32517;Martinsberg;1096;1057;39;1058;38;50;2018
AT1;AT12;AT124;32518;Ottenschlag;1002;965;37;966;36;47;2018
AT1;AT12;AT124;32519;Altmelon;862;858;4;859;3;4;2018
AT1;AT12;AT124;32520;Pölla;939;896;43;903;36;47;2018
AT1;AT12;AT124;32521;Rappottenstein;1724;1691;33;1703;21;33;2018
AT1;AT12;AT124;32522;Sallingberg;1291;1237;54;1247;44;57;2018
AT1;AT12;AT124;32523;Schönbach;798;779;19;778;20;21;2018
AT1;AT12;AT124;32524;Schwarzenau;1532;1466;66;1475;57;73;2018
AT1;AT12;AT124;32525;Schweiggers;2004;1946;58;1960;44;63;2018
AT1;AT12;AT124;32528;Bad Traunstein;1036;1020;16;1021;15;18;2018
AT1;AT12;AT124;32529;Waldhausen;1215;1186;29;1197;18;29;2018
AT1;AT12;AT124;32530;Zwettl-Niederösterreich;10908;10540;368;10628;280;401;2018
AT1;AT12;AT124;30101;Krems an der Donau;24876;20014;4862;20681;4195;5406;2019
AT1;AT12;AT123;30201;St. Pölten;55044;43438;11606;45278;9766;13361;2019
AT1;AT12;AT121;30301;Waidhofen an der Ybbs;11261;10302;959;10460;801;1082;2019
AT1;AT12;AT122;30401;Wiener Neustadt;45277;34544;10733;37033;8244;12165;2019
AT1;AT12;AT121;30501;Allhartsberg;2147;2080;67;2099;48;74;2019
AT1;AT12;AT121;30502;Amstetten;23727;19631;4096;19963;3764;4785;2019
AT1;AT12;AT121;30503;Ardagger;3540;3409;131;3444;96;140;2019
AT1;AT12;AT121;30504;Aschbach-Markt;3811;3474;337;3516;295;386;2019
AT1;AT12;AT121;30506;Behamberg;3419;3229;190;3265;154;213;2019
AT1;AT12;AT121;30507;Biberbach;2243;2185;58;2201;42;59;2019
AT1;AT12;AT121;30508;Ennsdorf;3001;2567;434;2708;293;477;2019
AT1;AT12;AT121;30509;Ernsthofen;2240;2127;113;2165;75;121;2019
AT1;AT12;AT121;30510;Ertl;1260;1238;22;1248;12;22;2019
AT1;AT12;AT121;30511;Euratsfeld;2674;2605;69;2618;56;77;2019
AT1;AT12;AT121;30512;Ferschnitz;1799;1760;39;1772;27;40;2019
AT1;AT12;AT121;30514;Haag;5569;5235;334;5267;302;385;2019
AT1;AT12;AT121;30515;Haidershofen;3664;3490;174;3521;143;199;2019
AT1;AT12;AT121;30516;Hollenstein an der Ybbs;1703;1589;114;1606;97;124;2019
AT1;AT12;AT121;30517;Kematen an der Ybbs;2634;2229;405;2272;362;463;2019
AT1;AT12;AT121;30520;Neuhofen an der Ybbs;2970;2860;110;2864;106;129;2019
AT1;AT12;AT121;30521;Neustadtl an der Donau;2113;2056;57;2064;49;59;2019
AT1;AT12;AT121;30522;Oed-Oehling;1926;1796;130;1803;123;148;2019
AT1;AT12;AT121;30524;Opponitz;912;835;77;842;70;82;2019
AT1;AT12;AT121;30526;St. Georgen am Reith;549;532;17;536;13;18;2019
AT1;AT12;AT121;30527;St. Georgen am Ybbsfelde;2877;2672;205;2715;162;221;2019
AT1;AT12;AT121;30529;St. Pantaleon-Erla;2617;2438;179;2478;139;190;2019
AT1;AT12;AT121;30530;St. Peter in der Au;5194;4948;246;4998;196;271;2019
AT1;AT12;AT121;30531;St. Valentin;9314;8396;918;8578;736;1030;2019
AT1;AT12;AT121;30532;Seitenstetten;3456;3250;206;3284;172;221;2019
AT1;AT12;AT121;30533;Sonntagberg;3853;3562;291;3609;244;327;2019
AT1;AT12;AT121;30534;Strengberg;2091;1974;117;1989;102;133;2019
AT1;AT12;AT121;30536;Viehdorf;1370;1292;78;1314;56;80;2019
AT1;AT12;AT121;30538;Wallsee-Sindelburg;2168;2049;119;2069;99;131;2019
AT1;AT12;AT121;30539;Weistrach;2228;2178;50;2184;44;56;2019
AT1;AT12;AT121;30541;Winklarn;1736;1632;104;1654;82;118;2019
AT1;AT12;AT121;30542;Wolfsbach;2004;1937;67;1937;67;80;2019
AT1;AT12;AT121;30543;Ybbsitz;3411;3306;105;3331;80;116;2019
AT1;AT12;AT121;30544;Zeillern;1894;1831;63;1846;48;67;2019
AT1;AT12;AT127;30601;Alland;2536;2180;356;2256;280;398;2019
